EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD,REVENUE_AMT
510189027,AWARE INCORPORATED,4937 LOWNDES DR,SAINT LOUIS,63129-1663,564995000,E42,0.0
510227609,BIG PRAIRIE JAYCEES,PO BOX 227,MATTHEWS,63867-0227,200000000,P20,0.0
510238151,ST JAMES GOLDEN AGE CENTER,PO BOX 254,SAINT JAMES,65559-0254,0,P81,100480.0
510394494,RIVER OF LIFE CHRISTIAN CENTER INC,PO BOX 816,HANNIBAL,63401-0816,0,X21,
510425003,FAD INC,2548 NORTH FREMONT AVENUE SUITE 200,SPRINGFIELD,65803-4266,0,P20,0.0
510430696,FREEDOM THROUGH CHRIST HALFWAY HOUSE INC,20 SHOW ME LN,CAMDENTON,65020-5718,0,F20,93758.0
510433514,CHANGED PEOPLE TODAY INC,3754 CHIPPEWA ST APT 11,SAINT LOUIS,63116-4666,0,X21,0.0
510454824,HAWAIIAN ISLAND CHRISTIAN CENTER,13138 ROYAL PINES DR,SAINT LOUIS,63146-2251,0,X20,
510469123,STS FRANCIS AND ALPHONSUS,PO BOX 412858,KANSAS CITY,64141-2858,0,K30,258281.0
510474217,JUBILEE WORLD INC,5341 EMERSON AVE,SAINT LOUIS,63120-2511,0,X20,
510493836,PARENT TEACHER ORGANIZATION OF MISSISSIPPI VALLEY STATE SCHOOL,312 MUNGER LN,HANNIBAL,63401-2361,0,B94,0.0
510507355,FILIPINO AMERICAN CHRISTIAN CHURCH,12955 TESSON FERRY RD,ST LOUIS,63128-0000,0,X21,
510569400,CHRISTIAN CHARITY CHURCH,PO BOX 35041,KANSAS CITY,64134-5041,0,X20,
510646762,MANAVA-DEVATA SEVA INC,23 CHESTERFIELD LAKES RD,CHESTERFIELD,63005-4513,0,E60,
510652835,NEW LIFE USA,PINEY CREEK DR,CABOOL,65689-0000,0,F20,304435.0
510656545,DINH QUANG BUDDHIST TEMPLE,2901 WHIGH ST,SPRINGFIELD,65803-0000,0,X50,310130.0
510661108,MISSOURI EXTENSION EDUCATION FOUNDATION OF SAINT CHARLES COUNTY,260 BROWN RD,SAINT PETERS,63376-1042,0,B90,0.0
520888687,NATIONAL ASSOCIATION OF DISABILITY EXAMINERS,PO BOX 453,ARNOLD,63010-0453,205059120,E60,0.0
521079664,VETERINARY CANCER SOCIETY,PO BOX 30855,COLUMBIA,65205-3855,179000000,B60,526379.0
521986531,INTERNATIONAL INSTITUTE OF EVANGELISM,PO BOX 31446,SAINT LOUIS,63131-0446,994007000,X20,4000.0
522142434,ST PAUL MISSIONARY BAPTIST CHURCH,RR 1 BOX 370,STEELE,63877-9762,0,X21,
522153412,DESTINE HOUSE OF PRAY,6715 PAGE AVE,SAINT LOUIS,63133-1609,0,X20,52961.0
522187208,TRI-COUNTY COMMUNITY-SENIOR CENTER INC,800 W UNION ST,PACIFIC,63069-1233,0,P81,92964.0
522225756,UPPER APPLEGATE MINISTRIES,RR 1 BOX 1824-C,COUCH,65690-9710,0,X21,
522361154,RESURRECTION MEDIA MINISTRIES INTERNATIONAL,PO BOX 1270,FLORISSANT,63031-0270,0,X20,
522390978,LUCAS PARK BEAUTIFICATION PROJECT,PO BOX 8712,SAINT LOUIS,63101-8712,0,N32,0.0
522398518,NIANGUA LIGHTHOUSE ASSEMBLY,138 MAIN,NIANGUA,65713-0000,0,X20,
522415360,MISSOURI EATING DISORDERS ASSOCIATION,9235 CASTLE RAGH CT,SAINT LOUIS,63132-3615,0,F53,127320.0
522436850,CHRIST FELLOWSHIP MINISTRIES,8704 GOODFELLOW BLVD,ST LOUIS,63147-1446,0,X20,
522438213,FRIENDS OF THE ANIMAL SHELTER OF SAINT JOSEPH INC,701 LOWER LAKE RD,SAINT JOSEPH,64504-1351,0,D20,203421.0
522439288,SENIOR CENTER OF MACON,1604 MAFFRY AVE BLDG 200,MACON,63552-2614,0,P81,169216.0
522441359,ALMOST HOME MINISTRIES,610 W 3RD ST,MOUNTAIN GRV,65711-1527,0,X20,
522445340,NEW BEGINNINGS WOMENS CENTER,PO BOX 454,WARRENSBURG,64093-0454,0,P40,185960.0
526056326,COAST GUARD AUXILIARY ASSOCIATION INC,9449 WATSON INDUSTRIAL PARK,SAINT LOUIS,63126-1575,59908905,W30,1018577.0
541564507,U S NAVAL ACADEMY CLASS OF 78,5449 DONOVAN AVE,SAINT LOUIS,63109-2621,34000000,W30,0.0
541904865,ELIJAH COMPANY INC,12451 MANCHESTER AVE,GRANDVIEW,64030-1479,0,X20,0.0
542066539,HIS HIGHEST HARMONY,143 WILMER VALLEY DR,WENTZVILLE,63385-0000,1002029,X30,
542128736,LOCAL CHURCH IN ST LOUIS,528 JACOBS LADDER,ST PETERS,63376-7791,0,X21,
542146847,ALPHA & OMEGA LIFE CHURCH,1901 DODIER ST,ST LOUIS,63107-3807,0,X21,
542186627,PET ADOPTION AND WELFARE SERVICE,304 COUNTY ROAD 438,ROCHEPORT,65279-9478,0,D20,0.0
550777802,ROUNDUP MINISTERIES,12998 E 1400 RD,STOCKTON,65785-8547,0,X20,291276.0
550787282,THE ALPHA DELTA KAPPA SORORITY INCORPORATED,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,P20,0.0
550792195,BATES COUNTY INDUSTRIES INC,PO BOX 535,BUTLER,64730-0535,0,J33,420963.0
550826821,GIFTED HANDS-TALENTED MINDS,6633 COLLEGE AVE,KANSAS CITY,64132-1201,0,P33,0.0
550843365,GATEWAY REHAB FOUNDATION INC,224 N HWY 67 STE 306,FLORISSANT,63031-5904,0,L25,0.0
550844200,CHRISTIAN FELLOWSHIP MINISTRIES FULL GOSPEL MINISTRY,9216 FAIRWOOD CT,KANSAS CITY,64138-4215,0,X20,
550845745,BLUE NOTE BOOSTERS INC,1504 E ELM ST,HARRISONVILLE,64701-2022,0,B94,0.0
550877645,DISABILITY RIGHTS ADVOCATES FOR TECHNOLOGY,500 FOX RIDGE RD,SAINT LOUIS,63131-3402,0,P80,1557197.0
550887801,LOUISBURG COMMUNITY FIRE PROTECTION ASSN INC,26 GAP RD,TUNAS,65764-9123,0,M24,
550893976,NSMBC COMMUNITY OUTREACH MISSION INC,4700WFLORISSANTAVE,SAINTLOUIS,63115-0000,0,P20,0.0
562286298,RHEMA-FAITH MINISTRIES INTERNATIONAL,P O BOX 706,FLORISSANT,63032-0000,0,X20,
562313343,BIG CHAP MINISTRIES,621 GREEN TREE MEADOWS DR,LAKE ST LOUIS,63367-2568,0,X20,0.0
562318455,ST LOUIS TORAH MITZION KOLLEL,7741 GANNON AVE,UNIVERSITY CY,63130-2822,0,X30,116517.0
562319517,JEREMY PROJECT,3935 UTAH ST,SAINT LOUIS,63116-3812,0,P58,0.0
562358175,MERAMEC HOUSING GROUP,2518 LEMAY FERRY ROAD 120,ST LOUIS,63125-3131,0,L20,0.0
562366201,PEOPLE HELPING HOMELESS ANIMALS FOUNDATION,PO BOX 1761,ROLLA,65402-1761,0,D20,0.0
562371993,CONGREGATION KOL AMI INC,4501 WALNUT ST,KANSAS CITY,64111-1819,0,X30,
562376877,BILINGUAL INTERNATIONAL ASSISTANT SERVICES,1329 MACKLIND AVE STE 200,SAINT LOUIS,63110-1400,0,P20,1639964.0
562389556,COMMON GROUND CHRISTIAN MINISTRIES,11 HASSAM CT,MANCHESTER,63021-5105,0,X20,0.0
562406247,GARDEN OF INNOCENTS,PO BOX 236,SAINT CHARLES,63302-0236,0,P30,0.0
562418664,GOOD SAMARITAN CARE CLINIC,PO BOX 160,MOUNTAIN VIEW,65548-0160,0,E32,581357.0
562439604,GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL SARGEANTS ASSOCIATION,126 MISSOURI AVE,FT LEONARD WD,65473-8952,0,W30,
562481530,ANDREW HADDEN MINISTRIES,PO BOX 99,OZARK,65721-0099,0,X20,0.0
562488077,SAINT LUKES EAST HOSPITAL,100 NE SAINT LUKES BLVD,LEES SUMMIT,64086-6000,0,E22,272506698.0
562496101,EAGLE POINT COMMUNITY CHURCH,1930 MEVER DRURV DR,ARNOLD,63010-0000,0,X20,
562496411,ECCLESIA INTERNATIONAL MINISTRIES,PO BOX 46266,KANSAS CITY,64134-6266,0,X90,0.0
562522501,DIXON AREA CARING CENTER INC,PO BOX 205,DIXON,65459-0205,0,P20,146707.0
562525348,YAHWEH SHALOM INC,688 APACHE POINT DR,CLIMAX SPRGS,65324-2335,0,X20,0.0
562533537,LASALLE BAPTIST CHURCH,1133 PARK AVE,SAINT LOUIS,63104-3722,0,X21,
562535182,ALL CREATURES ANIMAL SANCUTARY AND FELLOWSHIP CHURCH,5600 REGINA RD,HILLSBORO,63050-1540,0,D20,52588.0
562536531,MORNINGSIDE CHURCH INC,1027 S MAIN ST STE 401,JOPLIN,64801-4526,0,X21,
562543342,OAK TREE MARRIAGE & FAMILY MINISTRIES,2255 S INGRAM MILL RD,SPRINGFIELD,65804-3508,0,F60,48069.0
562544577,GLORY CHURCH OF ST LOIUS,PO BOX 1223,FLORISSANT,63031-0223,0,X20,
562558065,KEYS TO LIFE TABERNACULE CHRISTIAN CHURCH,6717 W FLORISSANT AVE,JENNINGS,63136-3634,0,X21,
562574959,NEW MORNING APARTMENTS INC,402 S SILVER SPRINGS RD,CPE GIRARDEAU,63703-7536,0,L21,70027.0
562578324,KINGDOM WORD MINISTRY,3301 CYPRESS AVE,KANSAS CITY,64128-2108,0,X20,
562582665,EMBASSY OF GOD,79 CARIBOU CT,EUREKA,63025-1209,1002029,X21,
562585548,GOSPEL MUSIC HERITAGE ASSOC,16035 N WINAN RD,PLATTE CITY,64079-9133,0,X20,0.0
562590628,L I F E HOUSE INC,3025SWESTWOODBLVD,POPLARBLUFF,63901-0000,0,P73,0.0
562593299,MCCSC INC,43 SAVANNAH HILL DR,ST PETERS,63376-2255,0,X20,
562607731,HOUSE OF FAVOR CHRISTIAN CHURCH,2415 WOODSON RD,OVERLAND,63114-5422,0,X20,
562610775,THE ANIMAL SHELTER OF TEXAS COUNTY,PO BOX 228,HOUSTON,65483-0228,0,D20,301805.0
562625880,BLESSED HOMES LLC,305 E 63RD ST,KANSAS CITY,64113-2225,0,P70,255583.0
562659092,LAKE OZARK POLICE BENEVOLENT ASSOCIATION,PO BOX 370,LAKE OZARK,65049-0370,0,P99,0.0
562663773,PREPARE THE WAY MINISTRIES INC,5127 JEREMIAH BLVD,HILLSBORO,63050-5813,0,X21,0.0
562667803,MOMS CLUB,8909 N NORTON AVE,KANSAS CITY,64156-4500,0,P30,0.0
562667869,MOMS CLUB,13280 NW 73RD ST,PARKVILLE,64152-1803,0,P30,0.0
562675750,BURGE BIRD RESCUE,13833 S US HIGHWAY 71,GRANDVIEW,64030-3667,0,B90,74439.0
562677994,LEOPOLD SCHOOL DISTRICT FOUNDATION,PO BOX 81,LEOPOLD,63760-0081,0,B94,0.0
570913327,PURSUIT OF EXCELLENCE INSTITUTE,6400 N STRATHBURY AVE,KANSAS CITY,64151-1986,46000000,B90,
571140010,SIKESTON AREA HUMANE SOCIETY INC,PO BOX 1428,SIKESTON,63801-1428,0,D20,109477.0
571144994,NATIONAL ASSOC OF CONST CONTRACTORS COOPERATIVE INC,6025 PROSPECT,KANSAS CITY,64130-3657,0,J20,49095.0
571156040,COMPANIONS IN THE INFINITE LOVE INC,1932 W LINDA LN,LONEDELL,63060-1014,0,X22,
571173306,MAJESTIC OUTDOOR ADVENTURES INC,2890 COUNTY ROAD 374,DORA,65637-7158,0,P20,0.0
571196229,CHILDRENS SMILE CENTER,PO BOX 1833,OZARK,65721-1833,0,E32,1671226.0
571218425,CHOOSE LIFE OF MISSOURI INC,PO BOX 50195,CLAYTON,63105-5195,0,P40,0.0
571224999,DEFENDERS OF THE UNBORN,2923 EHLMANN RD,SAINT CHARLES,63301-0307,0,P40,0.0
582298384,DAVIDA MINISTRIES INC,12235 CHARLOTTE ST,KANSAS CITY,64146-1108,994007000,X21,0.0
582589905,REACHING NEEDS MINISTRIES INC,10164 VENTURA DR,SAINT LOUIS,63136-4224,0,X21,
582667013,GARDENERS OF FLORISSANT,PO BOX 2742,FLORISSANT,63032-2742,0,B60,0.0
582670060,RIVER CITY ROBOTS,1368 VILLAGE VIEW CT,ST PAUL,63366-4623,0,B90,15833.0
591715118,OLIVET MISSIONARY BAPTIST CHURCH,12200 NEW HALLS FERRY RD,FLORISSANT,63033-6836,0,X21,
591783198,THE SAINTS INC,PO BOX 1751,LEBANON,65536-1751,5029000,X20,0.0
593036972,ISKCON KRISHNAFEST INC,5201 PASEO BLVD,KANSAS CITY,64110-2643,29064000,X21,
593511048,RESTORE MINISTRIES INC,PO BOX 830,OZARK,65721-0830,994007000,P46,382226.0
593580359,LEARNING DISABILITY INST FOR DIAGNO TRADING TREATMENT AND RESEARCH INC,6791 SOUTHSHORE DR,FULTON,65251-5573,0,B90,0.0
593628991,MAJESTIC MINISTRIES INC,562 VAN BUREN RD,BRANSON,65616-8564,0,X21,
593761936,NORTHLAND COALITION INC,3100 NE 83RD ST STE 1001,KANSAS CITY,64119-4460,0,F21,0.0
593812636,UNITED MORU COMMUNITY ASSOCIATION,6509 N ELMWOOD CT,KANSAS CITY,64119-1043,0,B90,0.0
593818258,ST LOUIS COMMUNITY RE-ENTRY PROGRAM FOR EX-OFFENDERS,812 SOULARD ST,SAINT LOUIS,63104-4036,0,I23,0.0
611056707,WESTERN DIVISION OF FREE WILL BAPTIST INC,316 W JOHNSON ST,SEDALIA,65301-2915,0,X20,
611393113,STEVE REED MINISTRIES INC,PO BOX 106,STELLA,64867-0106,0,X21,
611402508,WORLD OVERCOMERS CHRISTIAN CENTER,6388 LAKE PADDOCK DR,FLORISSANT,63033-4941,0,X20,
611409394,DIVINE FELLOWSHIP HEIGHTS CHURCH,PO BOX 11932,ST LOUIS,63112-0032,0,X21,
611426829,THAYER RURAL FIRE DEPARTMENT,102 FRONT ST,THAYER,65791-1219,0,M24,0.0
611427194,MESSIAHS HOUSE,9959 WARSHIRE DR,CREVE COEUR,63132-2916,0,X21,
611428389,CHURCH OF CHRIST-FORISTELL INC,21 CEDAR ST,FORISTELL,63348-1434,0,X20,
611447259,FAITH ASSEMBLY,PO BOX 34504,N KANSAS CITY,64116-0904,0,X20,
611457809,REAL LIFE CHURCH,PO BOX 2632,JOPLIN,64803-2632,0,X21,
611462545,BURNING AND SHINING LAMP MINISTRIES,12819 WOODLAND AVE,KANSAS CITY,64145-7827,0,X90,168087.0
611468643,LINDELL PARK NEIGHBORHOOD DEVELOPMENT ASSOCIATION INC,3515 PALM PL,SAINT LOUIS,63107-2520,0,P20,0.0
611477866,PULASKI COUNTY HUMANE SOCIETY,319 KEETH RD,CROCKER,65452-8301,0,D20,110966.0
611509481,GALENA PTSO,54 MEDICAL SPRINGS RD,GALENA,65656-8386,0,B94,0.0
611539583,NAIL MINISTRIES,114 S MAIN ST,CHARLESTON,63834-1638,0,X20,0.0
611551157,KILLUMINATI FOUNDATION,4812 N 11TH ST,OZARK,65721-7281,0,D20,0.0
611559915,AUDRAIN EMERGENCY COMMUNICATIONS INC,PO BOX 163,MEXICO,65265-0163,0,M20,0.0
611569683,GOLDEN VALLEY CHRISTIAN CHURCH OF CLINTON MISSOURI,611 S 3RD ST,CLINTON,64735-2811,0,X21,
611575294,HAVING A NEW DEVELOPMENT,17708 CRYSTAL DR,KANSAS CITY,64134-0000,0,P99,0.0
611583994,IGLESIA PENTECOSTAL MONTE DE SINAI INC,980 W COLLEGE ST,MARSHALL,65340-2915,0,X20,
611600401,FRIENDS OF ANIMAL CONTROL AND RESCUE,9225 WHITECLIFF PARK LANE,CRESTWOOD,63126-0000,0,D20,0.0
611603575,STARFIELD MINISTRIES,1185 SW 225TH RD,HOLDEN,64040-9352,0,X21,0.0
611613201,MISSIONARY BAPTIST STATE CONVENTION OF MISSOURI,PO BOX 440155,SAINT LOUIS,63144-4155,0,X20,
611617827,EAGLETS NEST DAYCARE INC,3285 W FARM RD 146,SPRINGFIELD,65807-0912,0,P33,0.0
611618144,MISSOURI ASSOCIATION OF SCHOOL PERSONNEL ADMINISTRATORS,901 SOUTH SKINKER BLVD,SAINT LOUIS,63105-3242,0,B90,0.0
611634951,LITTLE RED TRUCK MINISTRIES,5009 LINWOOD DR,POPLAR BLUFF,63901-9654,0,X20,
611644985,ALL ABOUT PAWS RESCUE,4056 DOMENICO CT,BRIDGETON,63044-3421,0,D20,0.0
611661200,BIKING FOR BABIES,PO BOX 644,SAINT CHARLES,63302-0644,0,R62,93642.0
611661285,ELLIS CARE,614 NW FAIR LN,LEES SUMMIT,64063-1809,0,P20,0.0
611661482,REFUGE OF LOVE MINISTRY,PO BOX 8463,SPRINGFIELD,65801-8463,0,X20,
611665191,AUSTINS ANGELS,352 ROUND TOWER DR E,COTTLEVILLE,63304-0810,0,P40,
611676337,BALANCE LIFE MINISTRIES INC PRESCHOOL & AFTER SCHOOL PROGRAM,3551 MORGANFORD RD,SAINT LOUIS,63116-1752,0,B21,0.0
611680486,STE GENEVIEVE AREA CENTER FOR LIFE,PO BOX 375,STE GENEVIEVE,63670-0375,0,P46,137929.0
611684186,CARROLLTON COMMUNITY 2000,25627 CR 227,CARROLLTON,64633-7108,0,B94,0.0
611686993,TEEN HARVEST INC,HC 71 BOX 352,AVA,65608-8917,0,X20,72303.0
611691456,CHINESE SHAR PEI NETWORK INC,100 CURRY LN,GALENA,65656-8617,0,D20,0.0
611705411,NEW HORIZONS CHRISTIAN CHURCH,25243 E UNION TRACK RD,MILO,64767-7566,0,X20,
611715926,TOPS CLUB INC,1405 COTTAGE LN,JEFFERSON CTY,65101-4136,0,E70,0.0
611727058,CARING MINISTIRES INC,6704 FYLER AVE,SAINT LOUIS,63139-2239,0,L25,0.0
611730484,LIGHTHOUSE COMMUNITY CHURCH,464 FOX TRAIL DR,LAKE ST LOUIS,63367-2252,0,X20,0.0
611744776,TOPS CLUB INC,3930 NE ANTIOCH RD,KANSAS CITY,64117-2122,0,E70,0.0
611753198,URBAN SPROUTS,6757 OLIVE BLVD,UNIVERSITY CY,63130-2514,0,P33,716710.0
611760916,NOONIES GROCERIES,561 KINGSLAND AVE UNIT 300512,SAINT LOUIS,63130-5021,0,E60,0.0
611768400,TOPS CLUB INC,335 ELIZABETH DR,LEBANON,65536-5170,0,E70,0.0
611769096,TOPS CLUB INC,203 MADISON AVE,SAINT LOUIS,63119-1652,0,E70,0.0
611781103,LEAGUE OF WATERSHED GUARDIANS,1824 RAINTREE DR,IMPERIAL,63052-1544,0,C20,0.0
611782403,RESTORE ST CHARES,106 EIGER CT,O FALLON,63366-4812,0,L81,0.0
611788276,ANGELS FOR CHILDREN BARRY LAWRENCE STONE COUNTIES CHILDREN DIVISION,329 S CEDARBROOK DR,MONETT,65708-2707,0,P32,117588.0
611801871,ST LOUIS LEGACY ICE FOUNDATION,101 S HANLEY RD STE 1400 # 600,CLAYTON,63105-3480,0,N30,2712871.0
611856972,ST LOUIS GENERAL HOSPITAL,916 OLIVE ST,SAINT LOUIS,63101-1400,0,E22,
611880686,P U S H MINISTRIES INC,1701 FRANCIS ST APT D,ST JOSEPH,64501-2464,0,X20,
611895340,FABIUS COMMUNITY HOUSE,5970 COUNTY ROAD 316,PALMYRA,63461-2106,0,P28,0.0
611908079,ST LOUIS STARTUP AMBASSADORS,800 MARKET ST STE 500,SAINT LOUIS,63101-2514,0,B60,
616292905,GATEWAY HOUSING FOUNDATION,1400 SALISBURY ST,SAINT LOUIS,63107-2939,0,L20,0.0
621423391,AUSTRALIAN CHRISTAN MISSION INC,1009 SOUTHEAST TER,CALIFORNIA,65018-2039,4006000,X20,81858.0
621535575,LIGHTHOUSE KIDS COLLEGE,PO BOX 703,KENNETT,63857-0703,0,X21,
621679142,MILLS CENTER APARTMENTS INC,1111 S GLENSTONE AVE STE 3-100,SPRINGFIELD,65804-0397,995382000,L22,80619.0
621758430,TRINITY COMMUNITY CHURCH,PO BOX 46,CARDWELL,63829-0046,0,X21,
621804940,GRACE CHAPEL,137 VIERSE DR,FARMINGTON,63640-1388,0,X20,
630870616,MILITARY POLICE REGIMENTAL ASSOCIATION INC,PO BOX 2182,FT LEONARD WD,65473-2182,994060602,W30,730427.0
631224190,AMERICAN ROSIE THE RIVETER ASSOCIATION INC,38005 E 177TH ST,PLEASANT HILL,64080-9338,0,W30,0.0
640869355,YALOBUSHA SERENITY ENTERPRISES INC,4234 COLLEGE AVE,SAINT LOUIS,63107-1625,0,L20,0.0
640949668,SAC RIVER COWBOY CHURCH,PO BOX 130,WILLARD,65781-0130,0,X20,
651166264,S E M O CHRISTIAN RESTORATION CENTER,1875 SPEEDWAY DR,POPLAR BLUFF,63901-8307,0,P70,
651169138,WORKING FAMILIES FRIEND,1021 PENNSYLVANIA AVE,KANSAS CITY,64105-1334,0,J20,934422.0
651193416,MONTGOMERY COUNTY COMMUNITY HEALTH IMPROVEMENT PROJECT INC,400 SALISBURY ST,MONTGOMERY CY,63361-1232,0,E70,0.0
651199563,VO LUONG QUANG TEMPLE,4760 HEEGE RD,SAINT LOUIS,63123-5843,0,X50,
651201448,COMMUNITY WELLNESS PROJECT,906 OLIVE ST STE 904,SAINT LOUIS,63101-1431,0,E70,341607.0
651215873,GOD IS ABLE HOUSE OF PRAYER OUTREACH MINISTRIES,603 S ELLIOTT AVE,ST LOUIS,63122-6431,0,X21,
651230810,LIFELINE PREGNANCY CARE CENTER,201 LUCIA AVE,CUBA,65453-1720,0,E42,124305.0
651231182,STRAIGHT WAY OF GRACE MINISTRY INC,PO BOX 1144,MARBLE HILL,63764-1144,0,B90,140889.0
651237350,PAROCHIAL HEALTH CLINIC,14093 HOPEWELL RD,VERSAILLES,65084-4459,0,E30,0.0
651251500,WENTZVILLE SOUTH MIDDLE SCHOOL PTO,561 E HIGHWAY N,WENTZVILLE,63385-5906,0,B94,0.0
651270355,MY REDEEMER LIVES MINISTRY,7408 N KINGS HWY,SAINT LOUIS,63112-0000,0,X20,
651286849,GRACE NEW COVENANT CHURCH,1060 CHAMBERS RD,SAINT LOUIS,63137-1916,0,X21,
651296779,PAWS FOR CONSIDERATION,2355 SOUTH DRIVE,FESTUS,63028-5367,0,D20,0.0
651315088,TALK TO THE PAW,28 W LAKEWOOD DR,FENTON,63026-5036,0,D20,0.0
660645519,GRACE UNITED COMMUNITY MINISTRIES INC,801 BENTON BLVD,KANSAS CITY,64124-2531,0,P60,639557.0
660899745,ALLIANCE FOR SHARED HEALTH INC,3155 SUTTON BLVD STE 201,SAINT LOUIS,63143-3917,0,E70,
680464366,ASSIST MINISTRIES INC,3627 E SHEFFIELD WAY,SPRINGFIELD,65802-2467,0,X21,0.0
680497823,SHINING LIGHT PENTECOSTAL CHURCH,2225 COLFAX AVE,ST LOUIS,63121-4736,0,X21,
680501030,CENTER FOR AUTISM EDUCATION,4110 OLD MILL PKWY,ST PETERS,63376-6550,0,B28,5944964.0
680506912,CHURCH OF CHRIST,703 BROADWAY ST,CPE GIRARDEAU,63701-5513,0,X20,
680529087,REDEMPTION MINISTRIES OF KANSAS CITY,4 E 109TH TER,KANSAS CITY,64114-5008,0,X21,
680538088,MIDWEST LAW ENFORCEMENT FOUNDATION,PO BOX 470,KIRKSVILLE,63501-0470,0,I60,0.0
680541328,LAFAYETTE PARK CONSERVANCY,2023 LAFAYETTE AVE,SAINT LOUIS,63104-2515,0,N32,28146.0
680544886,ONE PASSION WORLDWIDE,PO BOX 7065,BRANSON,65615-7065,0,X90,1650.0
680545808,COMMUNITY HEALTH CTR OF CENTRAL MISSOURI,PO BOX 104780,JEFFERSON CTY,65110-4780,0,P80,16283428.0
680565902,DELTA LIFE DEVELOPMENT FOUNDATION,10130 LOOKAWAY DR,SAINT LOUIS,63137-4303,0,P20,0.0
680574308,CHILDRENS EVANGELISTIC MINISTRIES INC,MIKE MORRIS 12358 E F HWY,MOUNDVILLE,64771-0000,0,X21,41590.0
680574765,RAINBOW VILLAGE PROPERTIES INC,1240 DAUTEL LN,SAINT LOUIS,63146-5533,0,P73,2162196.0
680588966,AGAPE LIGHT MINISTRIES,PO BOX 6313,CHESTERFIELD,63006-6313,0,P99,0.0
680600492,GALILEE COMMUNITY DEVELOPMENT CORPORATION,4300 DELMAR BLVD,SAINT LOUIS,63108-2626,0,P40,0.0
680604263,WHIRL WIND MINISTRIES,9915 E US HIGHWAY 40,INDEPENDENCE,64055-6119,0,X20,
680616478,WORSHIP HOUSE,701 E 5TH ST,SEDALIA,65301-4615,0,X21,
680625103,NEW HEART MINISTRIES,1055 SHACKELFORD RD,FLORISSANT,63031-4368,0,X20,
680644142,ARRAZAAQ FOOD PANTRY,1820 WOODLAND,KANSAS CITY,64108-1698,0,K31,0.0
680662503,OUR LADY OF PERPETUAL HELP ASSOCIATION INC,4335 WARNE AVE,SAINT LOUIS,63107-1509,0,P20,159218.0
680667074,UNIVERSAL MISSION,3862 GRAND NATIONAL DR,FLORISSANT,63034-3344,0,G20,21000.0
710873273,URBAN COMMUNITIES DEVELOPMENT CORPORATION,7149 PASEO BLVD,KANSAS CITY,64132-1706,0,L21,0.0
710916909,JESUS IS THE ANSWER MINISTRIES,11440 CANNON MINES RD,CADET,63630-9681,0,X21,
710918746,FORERUNNER INTERNATIONAL INC,12501 ASKEW ST,GRANDVIEW,64030-1515,0,X20,53332.0
710937641,FAITH NOW MINISTRIES,12041 VICTORIAN VILLAGE CT,SAINT LOUIS,63138-1329,0,X21,
710938523,RED SEA - ERITREAN COMMUNITY CENTER,PO BOX 50040,SAINT LOUIS,63105-5040,0,P28,32704.0
710956397,NEW BEGINNING MINISTRIES OF PULASKI COUNTY MISSOURI INC,24800 RAZZLE DR,WAYNESVILLE,65583-8318,0,X20,
710959300,UNTITLED SKATEBOARDS,17527 US HIGHWAY 71,SAINT JOSEPH,64505-3739,0,X20,71467.0
710969412,FOUNDATION FOR COURT REFORM,1600 BOPP RD,DES PERES,63131-3942,0,I50,0.0
710970450,KINGDOM REVELATION MINISTRIES INC,2340 NOLL DR,SAINT LOUIS,63136-5452,0,X21,
710974732,SONRISE COMMUNITY CHURCH,1888 HIGHWAY 215,PLEASANT HOPE,65725-9188,0,X21,
711001873,NEW GENESIS HOUSE,1211 MOUNT OLYMPUS DR,SAINT PETERS,63376-4053,0,P50,0.0
711013596,CEPHAS CHRISTIAN CHURCH,PO BOX 2516,ST LOUIS,63132-0000,0,X20,
711017797,MT PLEASANT CHILD DEVELOPMENT AND ENRICHMENT CENTER,2855 ARLINGTON AVE,SAINT LOUIS,63120-2011,0,P33,456282.0
711024072,ROCK NEW TESTAMENT CHURCH,6 ALLISON DR,UNION,63084-2094,0,X21,
711033635,INTEGRITY RESOLUTIONS INC,1778 NEMNICH AVE,SAINT LOUIS,63136-1950,0,P20,0.0
711050398,GREATER HALLSVILLE AREA DEVELOPMENT & RURAL HEALTH CORPORATION,11821 N BURG RD,HALLSVILLE,65255-9781,0,E32,5545.0
721524985,KHS PIONEER PARENTS ORGANIZATION,801 W ESSEX AVE,KIRKWOOD,63122-3608,0,B94,114220.0
721526506,BETHEL CHRISTIAN CHURCH OF ST LOUIS,4322 WASHINGTON BLVD,SAINT LOUIS,63108-2634,0,X21,
721531556,ARCADIA VALLEY PROJECT GRADUATION,PO BOX 203,IRONTON,63650-0203,0,B90,0.0
721534082,ROCK PORT OUTREACH,205 S MAIN ST,ROCK PORT,64482-1531,0,P60,0.0
721534573,BRIDGES NOT WALLS FOUNDATION,3302 SHENANDOAH AVE 2ND FLR,ST LOUIS,63104-1720,0,B90,195492.0
721542528,ELDON FIREFIGHTERS ASSOCIATION,111 S OAK ST,ELDON,65026-1575,0,M24,0.0
721549973,CLEAR SPRINGS RURAL FIRE ASSOCIATION,795 S HWY 137,WILLOW SPRINGS,65793-8924,0,M24,10472.0
